DIA,HORA,HORIZONTE,MODELO,ACCION_REAL,ACCION_IA,SOC_REAL,SOC_IA
811,20,T=2h,GRU,0.0,0.0169,0.2,0.2272
811,21,T=2h,GRU,0.0,0.0243,0.2,0.227
811,22,T=2h,GRU,0.0,0.0737,0.2,0.276
811,23,T=2h,GRU,0.131,0.2441,0.3244,0.4349
812,0,T=2h,GRU,-0.2078,-0.105,0.2,0.3105
812,1,T=2h,GRU,0.3,0.1145,0.485,0.2957
812,2,T=2h,GRU,-0.1472,0.0116,0.33,0.4768
812,3,T=2h,GRU,0.3,0.2185,0.615,0.5138
812,4,T=2h,GRU,0.0,0.2352,0.615,0.8373
812,5,T=2h,GRU,0.0,-0.0448,0.615,0.5733
812,6,T=2h,GRU,0.3,0.2875,0.9,0.8835
812,7,T=2h,GRU,0.0,0.0115,0.9,0.9028
812,8,T=2h,GRU,0.0,-0.0018,0.9,0.9011
812,9,T=2h,GRU,0.0,0.0042,0.9,0.9052
812,10,T=2h,GRU,0.0,0.0026,0.9,0.9042
812,11,T=2h,GRU,0.0,0.0046,0.9,0.9033
812,12,T=2h,GRU,0.0,0.0037,0.9,0.8986
812,13,T=2h,GRU,0.0,0.0093,0.9,0.9102
812,14,T=2h,GRU,0.0,-0.0672,0.9,0.8278
812,15,T=2h,GRU,-0.5,-0.2504,0.3737,0.629
812,16,T=2h,GRU,0.0,-0.0745,0.3737,0.2896
812,17,T=2h,GRU,-0.165,-0.0935,0.2,0.2654
812,18,T=2h,GRU,0.0,-0.0148,0.2,0.1935
812,19,T=2h,GRU,0.0,0.0014,0.2,0.1969
812,20,T=2h,GRU,0.0,-0.0002,0.2,0.1992
812,21,T=2h,GRU,0.0,0.0257,0.2,0.2256
812,22,T=2h,GRU,0.0,0.0297,0.2,0.226
812,23,T=2h,GRU,0.2302,0.0222,0.4187,0.2181
813,0,T=2h,GRU,-0.3325,-0.1524,0.2,0.4014
813,1,T=2h,GRU,0.3,0.3166,0.485,0.4989
813,2,T=2h,GRU,0.1368,0.0613,0.615,0.5326
813,3,T=2h,GRU,0.3,0.2987,0.9,0.8997
813,4,T=2h,GRU,0.0,-0.0122,0.9,0.8876
813,5,T=2h,GRU,0.0,0.0052,0.9,0.9024
813,6,T=2h,GRU,0.0,0.0003,0.9,0.8998
813,7,T=2h,GRU,0.0,0.0022,0.9,0.8991
813,8,T=2h,GRU,0.0,0.0024,0.9,0.9004
813,9,T=2h,GRU,0.0,0.0024,0.9,0.9008
813,10,T=2h,GRU,0.0,0.0019,0.9,0.9006
813,11,T=2h,GRU,0.0,-0.0023,0.9,0.8993
813,12,T=2h,GRU,-0.5,-0.2269,0.3737,0.654
813,13,T=2h,GRU,0.0,-0.0273,0.3737,0.3584
813,14,T=2h,GRU,-0.165,-0.1382,0.2,0.2387
813,15,T=2h,GRU,0.0,-0.0128,0.2,0.1874
813,16,T=2h,GRU,0.0,0.0039,0.2,0.2035
813,17,T=2h,GRU,0.0,-0.0161,0.2,0.1951
813,18,T=2h,GRU,0.0,-0.0031,0.2,0.1973
813,19,T=2h,GRU,0.0,-0.0021,0.2,0.1953
813,20,T=2h,GRU,0.0,0.0025,0.2,0.2062
813,21,T=2h,GRU,0.0,0.0353,0.2,0.2315
813,22,T=2h,GRU,0.3,0.071,0.485,0.2674
813,23,T=2h,GRU,0.0685,0.1948,0.55,0.6722
814,0,T=2h,GRU,0.0,0.0775,0.6462,0.7238
814,1,T=2h,GRU,0.2671,0.1378,0.9,0.7817
814,2,T=2h,GRU,0.0,-0.0065,0.9,0.8896
814,3,T=2h,GRU,0.0,0.0036,0.9,0.9001
814,4,T=2h,GRU,0.0,0.001,0.9,0.8991
814,5,T=2h,GRU,0.0,0.002,0.9,0.8996
814,6,T=2h,GRU,0.0,-0.0012,0.9,0.8995
814,7,T=2h,GRU,0.0,0.009,0.9,0.9087
814,8,T=2h,GRU,0.0,0.0033,0.9,0.9017
814,9,T=2h,GRU,0.0,0.0035,0.9,0.9012
814,10,T=2h,GRU,0.0,0.0058,0.9,0.9047
814,11,T=2h,GRU,0.0,-0.0064,0.9,0.8961
814,12,T=2h,GRU,0.0,-0.0155,0.9,0.89
814,13,T=2h,GRU,-0.165,-0.2457,0.7263,0.6372
814,14,T=2h,GRU,-0.5,-0.5009,0.2,0.1919
814,15,T=2h,GRU,0.0,0.006,0.2,0.2082
814,16,T=2h,GRU,0.0,0.0057,0.2,0.2023
814,17,T=2h,GRU,0.0,-0.0007,0.2,0.2004
814,18,T=2h,GRU,0.0,0.0013,0.2,0.1993
814,19,T=2h,GRU,0.0,-0.0036,0.2,0.1972
814,20,T=2h,GRU,0.0,0.0061,0.2,0.1975
814,21,T=2h,GRU,0.0,0.0673,0.2,0.2633
814,22,T=2h,GRU,0.1697,0.0673,0.3612,0.2674
814,23,T=2h,GRU,0.3,0.2364,0.6462,0.587
815,0,T=2h,GRU,-0.24,-0.0877,0.2,0.351
815,1,T=2h,GRU,0.0,-0.0113,0.2,0.1812
815,2,T=2h,GRU,0.0,0.1222,0.2,0.318
815,3,T=2h,GRU,0.3,0.2498,0.485,0.4427
815,4,T=2h,GRU,0.3,0.1642,0.77,0.6377
815,5,T=2h,GRU,0.1368,0.1134,0.9,0.8837
815,6,T=2h,GRU,0.0,0.0051,0.9,0.8981
815,7,T=2h,GRU,0.0,0.0038,0.9,0.9057
815,8,T=2h,GRU,0.0,0.0054,0.9,0.9091
815,9,T=2h,GRU,0.0,0.0016,0.9,0.9053
815,10,T=2h,GRU,0.0,-0.0009,0.9,0.9027
815,11,T=2h,GRU,0.0,-0.0049,0.9,0.8974
815,12,T=2h,GRU,0.0,0.0061,0.9,0.9077
815,13,T=2h,GRU,0.0,-0.1698,0.9,0.7103
815,14,T=2h,GRU,-0.165,-0.1499,0.7263,0.7312
815,15,T=2h,GRU,-0.5,-0.5096,0.2,0.1771
815,16,T=2h,GRU,0.0,-0.0124,0.2,0.1931
815,17,T=2h,GRU,0.0,0.0025,0.2,0.1983
815,18,T=2h,GRU,0.0,-0.002,0.2,0.197
815,19,T=2h,GRU,0.0,-0.0066,0.2,0.196
815,20,T=2h,GRU,0.0,0.0202,0.2,0.2173
815,21,T=2h,GRU,0.0,0.0636,0.2,0.2724
815,22,T=2h,GRU,0.0,0.1632,0.2,0.3584
815,23,T=2h,GRU,0.266,0.1671,0.4527,0.3601
816,0,T=2h,GRU,0.1997,0.1217,0.9,0.8375
816,1,T=2h,GRU,0.0,-0.0147,0.9,0.8829
816,2,T=2h,GRU,0.0,0.0033,0.9,0.9002
816,3,T=2h,GRU,0.0,0.0021,0.9,0.9
816,4,T=2h,GRU,0.0,-0.0014,0.9,0.8999
816,5,T=2h,GRU,0.0,0.0016,0.9,0.9033
816,6,T=2h,GRU,0.0,0.0004,0.9,0.8994
816,7,T=2h,GRU,0.0,0.0025,0.9,0.9059
816,8,T=2h,GRU,-0.0082,-0.0025,0.8913,0.9018
816,9,T=2h,GRU,0.0,-0.0181,0.8913,0.8803
816,10,T=2h,GRU,-0.5,-0.1462,0.365,0.7241
816,11,T=2h,GRU,-0.1568,-0.033,0.2,0.3435
816,12,T=2h,GRU,0.2529,-0.0075,0.4402,0.1909
816,13,T=2h,GRU,-0.1082,-0.282,0.3263,0.1492
816,14,T=2h,GRU,0.0,-0.0287,0.3263,0.2577
816,15,T=2h,GRU,-0.12,-0.0174,0.2,0.3077
816,16,T=2h,GRU,0.0,-0.0183,0.2,0.1817
816,17,T=2h,GRU,0.0,0.0061,0.2,0.2026
816,18,T=2h,GRU,0.0,-0.0062,0.2,0.1922
816,19,T=2h,GRU,0.0,-0.0066,0.2,0.1927
816,20,T=2h,GRU,0.0,0.0063,0.2,0.2049
816,21,T=2h,GRU,0.0,0.0846,0.2,0.2856
816,22,T=2h,GRU,0.2371,0.1212,0.4253,0.3162
816,23,T=2h,GRU,0.3,0.3103,0.7103,0.7214
817,0,T=2h,GRU,-0.4384,-0.3216,0.33,0.4629
817,1,T=2h,GRU,0.0,0.0082,0.33,0.3443
817,2,T=2h,GRU,0.0,0.0618,0.33,0.3838
