DIA,HORA,HORIZONTE,MODELO,ACCION_REAL,ACCION_IA,SOC_REAL,SOC_IA
813,13,T=2h,MLP,0.0,0.0055,0.3737,0.3813
813,14,T=2h,MLP,-0.165,-0.0948,0.2,0.2634
813,15,T=2h,MLP,0.0,0.0007,0.2,0.1966
813,16,T=2h,MLP,0.0,0.0063,0.2,0.2055
813,17,T=2h,MLP,0.0,0.0012,0.2,0.1924
813,18,T=2h,MLP,0.0,0.0055,0.2,0.2047
813,19,T=2h,MLP,0.0,-0.0018,0.2,0.2004
813,20,T=2h,MLP,0.0,0.0113,0.2,0.2104
813,21,T=2h,MLP,0.0,0.046,0.2,0.238
813,22,T=2h,MLP,0.3,0.0844,0.485,0.2836
813,23,T=2h,MLP,0.0685,0.1876,0.55,0.662
814,0,T=2h,MLP,0.0,0.1119,0.6462,0.7516
814,1,T=2h,MLP,0.2671,0.1636,0.9,0.7985
814,2,T=2h,MLP,0.0,0.0149,0.9,0.9144
814,3,T=2h,MLP,0.0,0.0096,0.9,0.9018
814,4,T=2h,MLP,0.0,0.0018,0.9,0.9007
814,5,T=2h,MLP,0.0,-0.0031,0.9,0.894
814,6,T=2h,MLP,0.0,-0.0021,0.9,0.8977
814,7,T=2h,MLP,0.0,-0.0202,0.9,0.8767
814,8,T=2h,MLP,0.0,-0.0035,0.9,0.9038
814,9,T=2h,MLP,0.0,0.0005,0.9,0.9021
814,10,T=2h,MLP,0.0,0.0126,0.9,0.9199
814,11,T=2h,MLP,0.0,-0.0029,0.9,0.9069
814,12,T=2h,MLP,0.0,-0.0092,0.9,0.8949
814,13,T=2h,MLP,-0.165,-0.168,0.7263,0.72
814,14,T=2h,MLP,-0.5,-0.5189,0.2,0.1752
814,15,T=2h,MLP,0.0,0.0007,0.2,0.203
814,16,T=2h,MLP,0.0,0.0054,0.2,0.2023
814,17,T=2h,MLP,0.0,0.0029,0.2,0.1961
814,18,T=2h,MLP,0.0,0.0049,0.2,0.2017
814,19,T=2h,MLP,0.0,-0.0006,0.2,0.2012
814,20,T=2h,MLP,0.0,-0.0009,0.2,0.2044
814,21,T=2h,MLP,-0.0,0.0503,0.2,0.2515
814,22,T=2h,MLP,0.1697,0.0982,0.3612,0.2899
814,23,T=2h,MLP,0.3,0.2885,0.6462,0.636
815,0,T=2h,MLP,-0.24,-0.1168,0.2,0.3305
815,1,T=2h,MLP,0.0,-0.0326,0.2,0.1707
815,2,T=2h,MLP,0.0,0.1373,0.2,0.336
815,3,T=2h,MLP,0.3,0.2535,0.485,0.4513
815,4,T=2h,MLP,0.3,0.126,0.77,0.6078
815,5,T=2h,MLP,0.1368,0.1195,0.9,0.8971
815,6,T=2h,MLP,0.0,-0.0027,0.9,0.9013
815,7,T=2h,MLP,0.0,-0.0018,0.9,0.8978
815,8,T=2h,MLP,0.0,-0.0007,0.9,0.8903
815,9,T=2h,MLP,0.0,0.0026,0.9,0.9019
815,10,T=2h,MLP,0.0,0.0162,0.9,0.9103
815,11,T=2h,MLP,0.0,-0.0014,0.9,0.8962
815,12,T=2h,MLP,0.0,0.007,0.9,0.9098
815,13,T=2h,MLP,0.0,-0.1546,0.9,0.7228
815,14,T=2h,MLP,-0.165,-0.2326,0.7263,0.6646
815,15,T=2h,MLP,-0.5,-0.5075,0.2,0.195
815,16,T=2h,MLP,0.0,-0.0056,0.2,0.1971
815,17,T=2h,MLP,0.0,0.0051,0.2,0.2062
815,18,T=2h,MLP,0.0,-0.0034,0.2,0.1966
815,19,T=2h,MLP,0.0,-0.0034,0.2,0.2045
815,20,T=2h,MLP,0.0,-0.007,0.2,0.2121
815,21,T=2h,MLP,0.0,0.051,0.2,0.2566
815,22,T=2h,MLP,0.0,0.1718,0.2,0.3667
815,23,T=2h,MLP,0.266,0.121,0.4527,0.3026
816,0,T=2h,MLP,0.1997,0.1926,0.9,0.8768
816,1,T=2h,MLP,0.0,-0.0043,0.9,0.8905
816,2,T=2h,MLP,0.0,-0.0072,0.9,0.8965
816,3,T=2h,MLP,0.0,-0.003,0.9,0.8954
816,4,T=2h,MLP,0.0,0.0004,0.9,0.9045
816,5,T=2h,MLP,-0.0,0.0109,0.9,0.9013
816,6,T=2h,MLP,0.0,-0.0035,0.9,0.8975
816,7,T=2h,MLP,0.0,0.006,0.9,0.9105
816,8,T=2h,MLP,-0.0082,-0.0185,0.8913,0.8955
816,9,T=2h,MLP,0.0,0.0528,0.8913,0.9402
816,10,T=2h,MLP,-0.5,-0.2832,0.365,0.6077
816,11,T=2h,MLP,-0.1568,-0.0039,0.2,0.3579
816,12,T=2h,MLP,0.2529,0.0488,0.4402,0.2352
816,13,T=2h,MLP,-0.1082,-0.1647,0.3263,0.2635
816,14,T=2h,MLP,0.0,-0.0239,0.3263,0.2938
816,15,T=2h,MLP,-0.12,-0.093,0.2,0.2166
816,16,T=2h,MLP,0.0,0.001,0.2,0.2042
816,17,T=2h,MLP,0.0,0.026,0.2,0.2196
816,18,T=2h,MLP,0.0,-0.0085,0.2,0.1917
816,19,T=2h,MLP,0.0,0.0035,0.2,0.2014
816,20,T=2h,MLP,0.0,0.0057,0.2,0.2039
816,21,T=2h,MLP,0.0,0.1306,0.2,0.3242
816,22,T=2h,MLP,0.2371,0.1396,0.4253,0.3337
816,23,T=2h,MLP,0.3,0.3152,0.7103,0.7193
817,0,T=2h,MLP,-0.4384,-0.3615,0.33,0.4356
817,1,T=2h,MLP,0.0,0.0529,0.33,0.351
817,2,T=2h,MLP,0.0,0.067,0.33,0.3998
817,3,T=2h,MLP,0.3,0.2256,0.615,0.5391
817,4,T=2h,MLP,0.3,0.2732,0.9,0.8744
817,5,T=2h,MLP,0.0,0.0035,0.9,0.9039
817,6,T=2h,MLP,-0.0,0.009,0.9,0.9048
817,7,T=2h,MLP,-0.0,0.0018,0.9,0.9152
817,8,T=2h,MLP,0.0,-0.01,0.9,0.8968
817,9,T=2h,MLP,0.0,-0.0094,0.9,0.8916
817,10,T=2h,MLP,-0.0028,-0.0121,0.8971,0.896
817,11,T=2h,MLP,0.0031,-0.0154,0.9,0.8929
817,12,T=2h,MLP,-0.0371,0.0115,0.8609,0.9052
817,13,T=2h,MLP,0.0411,-0.0445,0.9,0.8255
817,14,T=2h,MLP,0.0,-0.049,0.9,0.8438
817,15,T=2h,MLP,0.0,-0.0509,0.9,0.8298
817,16,T=2h,MLP,-0.165,-0.1985,0.7263,0.6726
817,17,T=2h,MLP,-0.5,-0.496,0.2,0.2103
817,18,T=2h,MLP,0.0,-0.0003,0.2,0.2077
817,19,T=2h,MLP,-0.0,-0.0016,0.2,0.1968
817,20,T=2h,MLP,0.0,0.0048,0.2,0.2023
817,21,T=2h,MLP,0.0226,-0.0017,0.2215,0.2047
817,22,T=2h,MLP,0.3,0.0771,0.5065,0.2949
817,23,T=2h,MLP,0.3,0.3085,0.7915,0.8376
818,0,T=2h,MLP,-0.5,-0.2747,0.2629,0.518
818,1,T=2h,MLP,0.0706,0.1056,0.33,0.3472
818,2,T=2h,MLP,0.0,0.062,0.33,0.3991
